,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
452,Stay Awake,Dean Lewis,2smpiAZfaN0GFi15MqAq6E,2019-03-22,0.723,0.829,-7.123,0.0453,0.337,0.0931,0.582,106.023,-6.884083531495441
453,Fuck Feelings,Olivia O'Brien,3HzcPKuTJyMmkWDgzswarl,2017-11-17,0.813,0.351,-6.568,0.0442,0.27,0.177,0.472,104.981,-7.850909322979151
454,7 Minutes,Dean Lewis,2BkyYZmU4JuWW2sYi9EzpC,2019-01-18,0.613,0.739,-6.478,0.0311,0.526,0.149,0.712,104.966,-7.860362284556979
455,Stacy,Quinn XCII,07ZQLYn9x4x3L3vxStc1zr,2020-07-10,0.744,0.556,-6.97,0.0375,0.0858,0.1,0.505,105.006,-7.86626511523318
456,shut up,Greyson Chance,65mPCrY32YMQlBnmWVrKNa,2019-03-15,0.821,0.448,-4.33,0.0468,0.296,0.0683,0.45,105.006,-7.924619887569392
457,all the kids are depressed,Jeremy Zucker,75ls0gurX68lUmMjE7QcsE,2018-05-04,0.773,0.437,-8.281,0.0963,0.836,0.544,0.707,103.861,-9.256430178848872
458,Put Me in My Place,Muscadine Bloodline,4CEEBr79p52p9U7mkBfzUy,2019-05-31,0.671,0.427,-11.344,0.0811,0.882,0.141,0.407,104.886,-9.488480393917854
459,"always, i'll care",Jeremy Zucker,0rbKrBvZUYY9GN9l057BuY,2020-04-17,0.732,0.221,-12.623,0.056,0.897,0.11,0.677,105.165,-9.999520031510482
460,pictures feat. Kacey Musgraves,Judah & the Lion,1zZIVe9x0JhdhpuQjLTjIM,2019-08-07,0.567,0.542,-6.64,0.0309,0.309,0.0734,0.229,125.16,-10.39483908291811
461,Dancing in the Dawn,Jake Scott,7BO96T4UFKUbK96XujhaB2,2015-11-02,0.695,0.831,-4.889,0.0337,0.2,0.0741,0.667,102.031,-10.80949431820005
462,When You Love Someone,James TW,0TXNKTzawI6VgLoA9UauRp,2019-04-26,0.681,0.453,-6.09,0.0278,0.263,0.0543,0.348,125.772,-10.98086195637022
463,Poetry,Wrabel,6F84CqAnWGg6CZiWFNDuQ9,2017-05-12,0.575,0.478,-5.517,0.0314,0.0208,0.144,0.297,125.968,-11.181298295485522
464,From the Ground Up,Travis Atreo,5rMcv2hHj2sHrD87CySEml,2016-07-01,0.66,0.261,-8.476,0.0295,0.828,0.132,0.331,101.334,-11.75277355454881
465,You & Me,James TW,1bQhZOoXYqjXs7u7rFXo0h,2019-04-26,0.714,0.686,-6.333,0.0445,0.203,0.102,0.828,127.015,-12.234421359983891
466,CHICKEN TENDIES,Clinton Kane,0awuNCj9gwJEM0seER22DW,2021-02-19,0.57,0.689,-6.242,0.147,0.358,0.0819,0.568,100.087,-12.71637208979107
467,Smoke Clears,Andy Grammer,1likxiGuFOCkY2WtGbHj3F,2017-12-01,0.595,0.81,-3.665,0.0465,0.413,0.111,0.482,99.947,-13.022091657580978
468,Goodbye Song,MKTO,5XY2LEP0uEeUuDMVNdNTI8,2012,0.717,0.857,-5.222,0.0808,0.0526,0.0582,0.739,99.019,-13.798368876994557
469,I Lost You,Dylan Scott,2pLSgbc3CEXtoCXfuMOTmU,2017-08-04,0.497,0.611,-7.097,0.0329,0.362,0.08,0.3,130.045,-15.298629254437259
470,better off,Jeremy Zucker,7bdYxWPCs46dQ0XLwySOyv,2018-05-04,0.708,0.322,-12.46,0.0371,0.747,0.137,0.46,98.892,-15.3148181802189
471,To the Man Who Let Her Go,Tyler Shaw,5PebmdoxWZkuaIzzWpiBMG,2018-09-28,0.745,0.557,-6.579,0.0346,0.12,0.132,0.381,97.04,-15.77425783167769
472,Without You,Parachute,6R6ux6KaKrhAg2EIB2krdU,2016-01-15,0.564,0.864,-5.121,0.0341,0.0761,0.182,0.534,95.984,-16.83054497831178
473,That's Us,Anson Seabra,7sTDqaGUr9NM8NHQ5SNHi1,2020-05-08,0.621,0.108,-15.399,0.0493,0.968,0.137,0.204,129.285,-17.219017126442377
474,What A Time (feat. Niall Horan),Julia Michaels,5WtfUKzXircvW8l5aaVZWT,2019-01-24,0.516,0.467,-6.184,0.0302,0.662,0.0853,0.386,132.861,-18.072216146468122
475,Kissing Other People,Lennon Stella,4WjTbrxOPvSwQlajlE4aXH,2020-04-24,0.71,0.662,-5.941,0.0717,0.548,0.119,0.3,94.007,-18.792385739308934
476,Forever And Always,Parachute,3NCg46FWgnANZc9HQHQOQR,2011-01-01,0.657,0.716,-5.675,0.0301,0.014,0.0483,0.435,93.924,-18.87581399056653
477,comethru,Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,2018-09-28,0.795,0.178,-11.991,0.0574,0.607,0.623,0.608,93.982,-19.75826766769331
478,Same Room,JP Saxe,48yUhAZGJb5WGSclZK1RAF,2019-06-28,0.455,0.386,-10.883,0.0675,0.623,0.102,0.418,134.093,-19.916776839025637
479,Take Yours,Matthew Mole,6wwu8cc0nP60ha0biRmqGY,2019-04-05,0.682,0.566,-6.962,0.0472,0.358,0.0557,0.815,134.992,-20.228761920790305
480,Come On Get Higher,Matt Nathanson,38YgZVHPWOWsKrsCXz6JyP,2007-01-01,0.672,0.623,-5.699,0.0297,0.241,0.0848,0.617,92.018,-20.779447224335122
481,Used To Be,Matt Nathanson,5BvP31Kxf5R5WIuwbcQDDT,2018-10-05,0.646,0.658,-4.678,0.052,0.0617,0.0692,0.44,92.001,-20.828027961077925
482,Lucky,Chelsea Cutler,0AnZrWo2TuUX5BnFjsoy3N,2020-01-17,0.774,0.253,-9.61,0.0491,0.334,0.221,0.606,92.122,-21.002406163272216
483,Low,Greyson Chance,5v6RTnnPQPEj2ciqpZewtc,2017-12-08,0.476,0.534,-7.432,0.154,0.585,0.112,0.234,91.646,-21.210577981754547
484,8 Letters,Why Don't We,4zRZAmBQP8vhNPf9i9opXt,2018-08-31,0.607,0.478,-5.702,0.031,0.649,0.0928,0.255,88.979,-23.82118890842258
485,Fallin',Dylan Brady,4OvH3u9GrrDmKT5WYEWdxY,2018-09-28,0.474,0.284,-11.341,0.0359,0.897,0.111,0.49,138.238,-24.06136047491433
486,Kings & Queens,Mat Kearney,0vy1K9FhCK8woHW7MKEcBG,2018-05-04,0.621,0.61,-8.455,0.0454,0.336,0.157,0.424,139.001,-24.339941722182424
487,85%,Loote,5teOR8KU4XNWY2WlVUDiIR,2019-06-14,0.574,0.651,-7.585,0.046,0.346,0.149,0.368,140.017,-25.27905474029834
488,Love Like This,Ben Rector,06JmNnH3iXKENNRKifqu0v,2018-06-22,0.637,0.129,-11.89,0.0405,0.903,0.107,0.368,139.742,-25.65184587103867
489,A Little Bit Yours,JP Saxe,00cBcYOlnHoXX9ver3cmdE,2020-09-02,0.598,0.295,-8.553,0.0276,0.735,0.107,0.314,87.025,-25.913172745025765
490,Suitcase,James TW,6dQ1FEt4FByE6tU0dvQNmr,2019-04-26,0.691,0.396,-8.714,0.056,0.257,0.0854,0.506,86.332,-26.614458300600404
491,Alone with You,Canyon City,68A8M94uf0m5bM5sxf3Tn8,2016-09-09,0.553,0.274,-12.564,0.0379,0.798,0.103,0.208,86.672,-26.95124646261058
492,All Love,FLETCHER,7iv32XEy2HlM7PqQO4lp5f,2019-08-16,0.665,0.488,-7.177,0.0981,0.272,0.181,0.477,142.087,-27.322741823022653
493,I Love You,Alex & Sierra,2ELVVIbpucfOqGFC21Q4yR,2014-10-06,0.525,0.439,-6.596,0.0259,0.658,0.0636,0.238,84.956,-27.853515808330844
494,Somehow,Travis Atreo,7jq2Sk1DAWcg9pOzYv28QV,2017-02-03,0.494,0.431,-9.608,0.0442,0.622,0.115,0.255,83.95,-29.085313205675625
495,Tell Me That You Love Me,James Smith,2wHA4yJKT8TJhGz20QxUqX,2018-12-06,0.536,0.317,-8.752,0.0359,0.402,0.11,0.319,143.89,-29.235823057651388
496,Opposite Of Loving Me - Stripped,Etham,4qMu6LIImRJVbxB70bdFJj,2018-12-14,0.618,0.292,-10.826,0.0422,0.756,0.114,0.486,144.963,-30.56717614237287
497,Wish You'd Miss Me,CHASE WRIGHT,6bg3oASoWVKvtOSGnixIwh,2020-10-02,0.423,0.717,-4.966,0.0427,0.0443,0.129,0.254,145.842,-31.060489123274408
498,Lonely Call,RaeLynn,2Wj1AZdBPMA1mkuuoTfOPg,2017-03-24,0.588,0.722,-4.667,0.0289,0.0663,0.0721,0.243,145.931,-31.158729814804573
499,Little Do You Know,Alex & Sierra,1almCHdsfikRPfVB9VrEdT,2014-10-06,0.5,0.292,-8.554,0.0323,0.746,0.188,0.37,145.879,-31.20178327257048
500,Yellow Lights,Harry Hudson,524dq3zKwXrP4uPL6VwoWT,2018-03-30,0.444,0.21,-10.811,0.0516,0.844,0.0956,0.306,145.944,-31.53667012974128
501,I Hate This,Tenille Arts,0VsDzurvIUoRNT4fIactL3,2020-01-10,0.621,0.399,-6.807,0.0262,0.594,0.107,0.334,80.993,-31.819301772639847
502,Lights Down Low,MAX,5A6BJLZArq1MPjsnmcuk5f,2016-04-08,0.623,0.493,-7.727,0.0338,0.0632,0.104,0.594,81.019,-31.832232116071552
503,Had It All,Parachute,1esE8j1nVyzEQ5rVhYXoJT,2019-05-10,0.606,0.54,-6.271,0.0339,0.182,0.144,0.249,79.952,-32.84768887669583
504,Old Friends,Ben Rector,4MZQ3lHA1TYO6yyedtmBYg,2018-06-22,0.469,0.403,-10.047,0.0483,0.132,0.116,0.208,147.429,-32.896558532889415
505,If You Need Me,Julia Michaels,3dqcHUPGMQD5baOC5Ylp7L,2019-09-13,0.483,0.766,-6.894,0.0846,0.423,0.0985,0.552,147.701,-32.92227922285884
506,Falling For Boys,Julia Michaels,5AmTHXOp1sTFkYZBRBQ7zt,2019-06-28,0.646,0.485,-6.647,0.0829,0.501,0.121,0.408,148.13,-33.344301277702506
507,i don't miss u,carobae,5WgdCkTa3l9GznpPQaQH6W,2019-11-07,0.407,0.292,-7.621,0.0773,0.855,0.117,0.0772,78.412,-34.43671731768618
508,Leave Me Alone,Tyler Braden,6OI4kx6HcKUAgZKGr9IlXg,2018-07-20,0.403,0.617,-7.02,0.0337,0.00783,0.148,0.204,150.064,-35.28961398348708
509,Half A Man,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,2019-03-22,0.507,0.204,-11.575,0.0504,0.855,0.143,0.343,77.765,-35.4902119364029
510,Raincoat - Acoustic,Timeflies,4W6lFeuSPi2pnFTIOrMUiD,2017-10-24,0.709,0.285,-7.503,0.0795,0.618,0.154,0.438,76.884,-35.9520622441238
511,Trying My Best,Anson Seabra,6hjh2phISvfR1Ib6S0FK7b,2020-05-08,0.691,0.0682,-18.186,0.0645,0.951,0.0916,0.352,76.94,-37.87652618819743
512,Complicated,Olivia O'Brien,0jllH0usRFD4LJkJnGK9Lf,2015-08-09,0.657,0.355,-12.044,0.0714,0.694,0.123,0.0808,74.99,-38.3027461437951
513,This City,Sam Fischer,3H3r2nKWa3Yk5gt8xgmsEt,2019-12-11,0.605,0.377,-6.213,0.0443,0.733,0.0808,0.519,73.877,-38.92367318819249
514,A Drop In The Ocean,Ron Pope,5JDcQAztvZTIkrWoZihgvC,2008-05-04,0.447,0.393,-8.65,0.038,0.785,0.28,0.564,73.139,-39.75741122696092
515,Is It Just Me?,Emily Burns,1o2E5CwlBWuVElc41EqOSU,2019-11-20,0.716,0.316,-6.902,0.0505,0.746,0.104,0.243,73.037,-39.77696491272491
516,Chariot,Jacob Lee,7vyQwt3xnZccpLDtj0X45b,2015-06-18,0.505,0.548,-6.54,0.0314,0.105,0.0982,0.298,66.604,-46.19793910309645
517,Whole Lives,Jake Scott,1RsZqm9XiZO13Namry9EZr,2018-02-23,0.598,0.602,-6.381,0.0664,0.024,0.163,0.673,161.889,-47.097200475324975
518,Tuesdays,Jake Scott,7r5cRFkwHuPy7HlzvuovLD,2018-01-26,0.473,0.217,-10.739,0.0367,0.63,0.142,0.628,164.02,-49.46455913305494
519,My Person,Spencer Crandall,1MOOJuxUu9QiQE9GgkYYPb,2020-11-06,0.567,0.753,-5.291,0.0487,0.0894,0.13,0.756,165.966,-51.17442304552678
520,No Right To Love You - Acoustic,Rhys Lewis,58VJmNB8oeoE2PRqCrduEo,2020-11-13,0.469,0.27,-10.592,0.0472,0.879,0.151,0.51,166.064,-51.487324719055714
521,Please Keep Loving Me,James TW,78zUxUPvONPgMIt46q5be6,2017-07-28,0.537,0.469,-8.486,0.0764,0.117,0.106,0.294,175.971,-61.23173436441894
522,Fix It to Break It,Clinton Kane,1uviKYHZuM4uINK33F7sCt,2020-03-27,0.493,0.461,-8.524,0.0456,0.845,0.115,0.35,51.414,-61.44218667570507
523,Need Somebody (Acoustic),Xuitcasecity,5wvtHXLPdNrLBNIta50PeV,2017-12-15,0.417,0.498,-6.077,0.0845,0.838,0.0748,0.37,179.801,-65.00799363287447
524,"30,000 Feet",Ben Rector,0KF5nzdiqZlxVK68MPITst,2015-08-28,0.555,0.452,-9.636,0.0554,0.694,0.0595,0.321,179.921,-65.2351414343896
525,Incredible,James TW,5bZeugrr7oIATt1CLJuhT4,2019-04-26,0.556,0.589,-6.209,0.0431,0.306,0.147,0.264,180.942,-66.14732846252033
526,Wanted Man,Mat Kearney,2dMkrhsWFVP2rHZmTEKkeh,2018-05-04,0.514,0.319,-8.978,0.0941,0.805,0.211,0.677,203.651,-88.91167225657412
527,Love You Too Late,Cole Swindell,52MNypbTWiwybwzhXvsPk5,2018-08-17,0.542,0.797,-4.45,0.0379,0.00111,0.0906,0.593,113.95,-0.4581929535210847
528,Straight To Hell,Darius Rucker,408JSy42j9aL8EMO9sPsYb,2017-10-20,0.578,0.823,-4.47,0.0342,0.0435,0.767,0.435,115.114,-1.0311745601004318
529,Chills,James Barker Band,4fT0lwTnwXN5Qg5vSPyq0u,2017-04-21,0.657,0.798,-5.98,0.0445,0.147,0.117,0.448,116.032,-1.258624478216806
530,Bucked Off,Brad Paisley,701uTq17mUIhfEQZVvY0B8,2018-11-13,0.569,0.878,-5.234,0.0385,0.00774,0.368,0.527,116.983,-2.2791544924259157
531,Need To Breathe,Love and Theft,48AdRWYbyZhCXryHxiGgVd,2018-12-07,0.607,0.724,-4.421,0.0321,0.00122,0.329,0.596,116.993,-2.521893623322856
532,Burning Man,Dierks Bentley,4a1oIihVt6xSnDRpgX387M,2018-06-08,0.609,0.807,-7.221,0.0972,0.00403,0.0926,0.492,119.073,-4.467304169377819
533,"Woman, Amen",Dierks Bentley,3nBXOlFTADNvG9nkqy2O2W,2018-06-08,0.484,0.804,-5.889,0.0912,0.000837,0.17,0.391,119.838,-5.0553129066436915
534,Talk You Out Of It,Florida Georgia Line,4qQwGRtGT7l6ckQtdPEFd4,2019-02-15,0.651,0.708,-4.791,0.0376,0.582,0.0796,0.558,119.964,-5.266847281655938
535,Bad At Love - Recorded at Sound Stage Studios Nashville,Old Dominion,1kTugNMVMbaQep1srMua2q,2018-08-08,0.767,0.677,-4.668,0.0332,0.292,0.292,0.591,119.954,-5.27593069142736
536,Born to Love You - RISE Recording,LANCO,1OPwKKJQiSpFlB7MdIHW3b,2018-05-07,0.574,0.449,-7.891,0.0284,0.54,0.127,0.279,119.957,-5.50064978933645
537,Believe - with Kane Brown,Brooks & Dunn,5qOCmP9qU3AmeCIZ4hjimg,2019-04-05,0.583,0.394,-7.73,0.0307,0.281,0.0781,0.184,120.049,-5.540537070577664
538,Sixteen,Thomas Rhett,3pJkBPHadRAxBBo484RipI,2017-09-08,0.705,0.531,-7.031,0.0281,0.0135,0.165,0.425,107.013,-5.8934924779535605
539,Shattered (Turn The Car Around),O.A.R.,0J3MfW6wwIBqC4zjp5AbQL,2008-07-15,0.571,0.784,-6.396,0.0352,0.0175,0.19,0.462,105.973,-6.850267137722002
540,Common (feat. Brandi Carlile),Maren Morris,4w23TYG2uP8R7pBpBexj9c,2019-03-08,0.508,0.736,-5.332,0.0726,0.591,0.0811,0.372,104.692,-8.125791533976583
541,The Bull - Brandon Day Remix,Kip Moore,7IEIDFFbYd2csTAbCx5DHC,2019-05-10,0.794,0.663,-8.317,0.0463,0.00716,0.333,0.555,123.026,-8.564731327914942
542,Single Man,High Valley,4AVIrXOMovFZ5AUEbe8Vpj,2019-04-03,0.594,0.966,-4.627,0.0601,0.083,0.0829,0.637,124.032,-9.319480992549893
543,Caught Up In The Country,Rodney Atkins,2BgunkkepMPFpArQj1Dx5s,2018-03-23,0.603,0.852,-5.166,0.0463,0.0137,0.513,0.655,124.091,-9.332688834161182
544,We Were Us,Keith Urban,5Net7uzpcqkJtOwR22onye,2013-01-01,0.578,0.937,-5.685,0.0481,0.0294,0.122,0.479,102.983,-9.823669389518546
545,Neon Moon - with Kacey Musgraves,Brooks & Dunn,3lVPtkNFoIyPPGVdNri4VH,2019-04-05,0.645,0.552,-7.623,0.033,0.167,0.0718,0.214,102.881,-10.063399746352859
546,Brand New Man - with Luke Combs,Brooks & Dunn,001UkMQHw4zXfFNdKpwXAF,2019-04-05,0.573,0.846,-4.866,0.0344,0.00372,0.29,0.562,127.061,-12.308020857888614
547,Southbound,Carrie Underwood,7qXPZxXn6Xmv1sjh03skiW,2018-09-14,0.614,0.884,-4.019,0.0402,0.00122,0.077,0.721,100.531,-12.399515697367615
548,Better Off Gone,Logan Mize,6IqUm14MgoKbwt6jdGBikH,2017-07-28,0.672,0.622,-7.421,0.176,0.119,0.113,0.56,100.013,-12.875533847877689
549,Bring It On Over,Billy Currington,446Jufq5oOCwOSXbkqq5yD,2018-09-19,0.705,0.761,-4.579,0.0298,0.00385,0.186,0.819,99.986,-12.877211924810423
550,There Was This Girl,Riley Green,7grWGhX8SHNmyGOkMNVMCt,2019-09-20,0.616,0.877,-4.223,0.0347,0.00258,0.114,0.94,127.981,-13.291359550371691
551,Cover Me Up - Recorded at Spotify Studios NYC,Zac Brown Band,4SCXI1Nd2B6J4lp1HAUZic,2017-06-14,0.461,0.237,-10.02,0.0313,0.717,0.109,0.155,127.998,-13.816687504756255
552,Love Ain't,Eli Young Band,6uVzeU47Qzg0rrMneP5BNg,2018-05-25,0.6,0.851,-4.645,0.0388,0.00566,0.0891,0.727,98.007,-14.841815090866296
553,Hard To Forget,Sam Hunt,10xuH52YSXHWFwCaF1fsDd,2020-04-03,0.689,0.689,-5.517,0.045,0.23,0.57,0.664,130.069,-15.283573112913427
554,"Never Be The Same - Recorded At Revolution Studios, Toronto",James Barker Band,4AL1lFrYg2RgSIGVjKOo2E,2018-11-07,0.613,0.518,-7.082,0.0359,0.131,0.0854,0.176,130.031,-15.286020259277649
555,Eyes On You,Chase Rice,5AnSllIrgGsCZzZJkVnApx,2017-11-17,0.606,0.652,-6.982,0.0281,0.323,0.201,0.476,97.155,-15.680091821497907
556,Gaslighter,The Chicks,4UN6sBmFTt2IqxN3IRqJT3,2020-07-17,0.681,0.728,-7.317,0.0513,0.00624,0.055,0.693,131.017,-16.28899355356457
557,There's A Drink For That,James Barker Band,1emssFw7IdIo26E9JDiJrz,2019-05-24,0.628,0.688,-6.2,0.0268,0.0081,0.301,0.699,96.012,-16.792327607527874
558,Here Tonight,Brett Young,38nVuIj9mi5a8oopOJhSJk,2018-12-07,0.517,0.776,-5.271,0.0362,0.0144,0.113,0.448,96.002,-16.806809700886934
559,Tip of My Tongue,Kenny Chesney,40ufL61vEaDaaOitYhnlQ7,2019-07-12,0.669,0.56,-5.003,0.0251,0.0821,0.0703,0.49,95.0,-17.816584815465248
560,All To Myself,Dan + Shay,08tq1XcHwVt5PHXUo87i0D,2018-06-22,0.646,0.781,-4.616,0.0313,0.208,0.125,0.565,94.975,-17.86282743635214
561,Never Comin Down,Keith Urban,1QJvq84l7YcVCyIkGA602c,2018-04-27,0.697,0.82,-4.275,0.0448,0.00928,0.122,0.815,94.995,-17.873763385451277
562,Heartache Medication,Jon Pardi,5qdQPrWmZv8xYhMJCDrdHF,2019-09-27,0.621,0.791,-3.343,0.0265,0.0361,0.143,0.734,95.075,-17.892343999186473
563,Love Wins,Carrie Underwood,4XWnHzCRfRjaHRsTNeh3WR,2018-09-14,0.523,0.865,-4.697,0.0989,0.0112,0.153,0.325,135.115,-20.354483795531003
564,Lose It,Kane Brown,7epGknfpAlH1u33S71Ur1o,2019-11-01,0.545,0.854,-4.968,0.0289,0.00244,0.249,0.436,91.967,-20.850630348600934
565,Don't Let the Old Man In,Toby Keith,4DLSN6f2Cp5eWIa5Vfn9kj,2018-12-07,0.626,0.127,-16.683,0.0351,0.91,0.14,0.154,93.665,-21.87798281522217
566,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,0b2IVjeD268pYd7VUhmtKI,2010-09-20,0.715,0.584,-8.231,0.0296,0.432,0.095,0.609,90.99,-21.931811521194764
567,Knocking at Your Door,O.A.R.,78v5ljpPryjGY4r1wndiqa,2019-03-29,0.704,0.749,-5.671,0.045,0.0588,0.0527,0.836,89.973,-22.82881801117295
568,God's Country,Blake Shelton,1dyxS3YzBbL0t8rEVwVQ1K,2019-03-29,0.538,0.752,-5.106,0.0396,0.0608,0.118,0.217,139.984,-25.201436338559795
569,People Are Different,Florida Georgia Line,3dIvnXEqvm8drsoCtnWWFw,2019-02-15,0.505,0.837,-5.146,0.0358,0.17,0.113,0.623,140.066,-25.281441925503252
570,Rumor,Lee Brice,56eGOeSsqdg3FLxdo83TwV,2017-11-03,0.655,0.56,-6.857,0.0486,0.749,0.115,0.599,140.975,-26.202031634486378
571,Kingdom of One,Game of Thrones,4pYeUDdI0WoiNNOrptcK85,2019-04-26,0.443,0.399,-7.578,0.0298,0.271,0.12,0.0787,86.086,-26.767866498771575
572,Rearview Town,Jason Aldean,3yHTTHbT058Ow0favhZO38,2018-03-16,0.526,0.85,-4.47,0.0313,0.023,0.0948,0.338,141.973,-27.213657954217837
573,Her World or Mine,Michael Ray,3cFWIhrapYb2VoNOUbo9Re,2018-06-01,0.568,0.499,-6.597,0.0288,0.635,0.122,0.243,143.761,-28.97735567730407
574,For the Life of Me,Trent Tomlinson,0X8S4Kh14IQJc1rLtjUd4O,2016-10-28,0.504,0.759,-4.27,0.0384,0.162,0.193,0.413,143.984,-29.230080353244155
575,Mercy - Recorded at Sound Stage Studios Nashville,Brett Young,2Zir0CdFxEVZmf4Yzq4gVI,2019-01-30,0.53,0.417,-8.976,0.0271,0.167,0.109,0.138,143.935,-29.3038475381196
576,Just Like Paradise,O.A.R.,1C95lgeuoewo1hCTko4jyp,2018-02-16,0.616,0.756,-5.354,0.0443,0.00239,0.0756,0.791,82.042,-30.761396195660264
577,Rival,LANCO,6cVFyXSMC9OFCcydD0Yld4,2019-03-21,0.482,0.892,-3.634,0.0355,0.0021,0.728,0.734,82.03,-30.85204657449188
578,One Big Country Song,LOCASH,28uL97M3whSL1UWqr7hsNh,2019-03-29,0.547,0.822,-2.85,0.0334,0.602,0.107,0.553,81.981,-30.958201358706056
579,Nothing To Do Town,Dylan Scott,4qgObmdV1KatQHViTYrT6U,2019-04-26,0.551,0.836,-5.182,0.0338,0.0249,0.222,0.911,147.954,-33.16934890590682
580,Last Shot,Kip Moore,6viHvc13l9A6Ua6xugpeX6,2017-09-08,0.487,0.859,-4.403,0.0488,0.00204,0.322,0.377,148.037,-33.274439999935815
581,"1, 2 Many",Luke Combs,226le7T3p82reYWzsi9Hsz,2019-11-08,0.54,0.821,-3.789,0.0873,0.0397,0.423,0.685,148.798,-34.06581945062174
582,Catch A Cold One,Jake Owen,70UhJghVnHYXUxguAnETes,2019-03-29,0.592,0.826,-4.768,0.0567,0.109,0.115,0.848,150.055,-35.27830046920061
583,Let's Just Be Friends - From The Angry Birds Movie 2,Luke Combs,3fpYeYvjrjLTLa1T6S1xOu,2019-08-02,0.596,0.903,-4.946,0.0316,0.0634,0.352,0.848,77.003,-35.80858417004926
584,She Got the Best of Me,Luke Combs,698eQRku24PIYPQPHItKlA,2018-06-01,0.533,0.907,-3.793,0.0406,0.0292,0.386,0.7,150.99,-36.25439266024347
585,Hell Right (feat. Trace Adkins),Blake Shelton,3y8xKFhQWc8DARB3fuGMGA,2019-08-16,0.551,0.821,-6.16,0.0453,0.0915,0.155,0.519,75.979,-36.819708765980764
586,Good as You,Kane Brown,19kUPdKTp85q9RZNwaXM15,2019-11-01,0.626,0.516,-6.05,0.0388,0.4,0.142,0.769,153.653,-38.85882045424329
587,California,O.A.R.,1SVbYemhVlCGnpxUF3gyLH,2019-03-29,0.532,0.854,-4.766,0.0886,0.0419,0.122,0.533,154.374,-39.59422618616599
588,Whiskey in a Teacup,Dean Brody,0XY8CxsYFVRpsx0WRalAa0,2019-04-26,0.637,0.762,-4.12,0.0539,0.32,0.12,0.922,154.931,-40.174077451396556
589,One That Got Away,Michael Ray,2TLDilmv1UmRTfyb7f2Hrx,2018-06-01,0.565,0.825,-4.245,0.0417,0.00303,0.0779,0.609,160.003,-45.23657459289665
590,What Makes You Country,Luke Bryan,3bDXhWsPiFTHtrsMg5faL2,2017-12-08,0.515,0.948,-1.721,0.0438,0.0106,0.134,0.752,159.983,-45.37399876960793
591,Young Forever,Eric Paslay,4u6eRWSXvzVZtRP6m48Psx,2018-03-02,0.553,0.89,-5.394,0.0349,0.0255,0.241,0.582,162.049,-47.25709465875045
592,Chapters - The Acoustic Sessions,Brett Young,3z3ecB9Z6xUMClikJyfjux,2019-09-13,0.501,0.496,-5.815,0.0353,0.628,0.108,0.659,162.134,-47.33961584387695
593,You Make My Dreams,Rascal Flatts,20t3nSPDMXlGO2UQyDkeIh,2018-12-07,0.583,0.761,-5.077,0.0387,0.168,0.101,0.831,164.105,-49.31665934075506
594,Chicken Fried,Zac Brown Band,3eBnEo9WL34ulBCZlLpUQO,2008-11-17,0.566,0.713,-4.25,0.0417,0.645,0.114,0.807,169.864,-55.09291709167566
595,Peace,O.A.R.,2xwsf9FuFINP1X4FTsqZ7Q,2014-01-01,0.449,0.721,-5.965,0.0392,0.166,0.0999,0.493,178.141,-63.34555300955613
596,Make It Sweet,Old Dominion,3Mnr3yyQk1aUPYgbpOQE31,2019-10-25,0.424,0.837,-4.453,0.0472,0.0373,0.0665,0.554,180.175,-65.39489129988542
597,homecoming queen?,Kelsea Ballerini,1ytCra0qH6gcHnCVQwREvu,2020-03-20,0.462,0.512,-5.443,0.0334,0.478,0.0993,0.29,114.014,0.45690489083440156
598,When It Comes To Loving You,Jon Langston,27P7Xd23MGQigzpvm9tVmH,2019-10-25,0.686,0.518,-6.332,0.0501,0.353,0.115,0.559,112.034,-0.8360794900006421
599,Just A Man,SoMo,6FO4qmWqhavG6VKMVXQMGA,2017-03-17,0.4,0.461,-6.869,0.0329,0.204,0.107,0.264,116.371,-1.788732890328645
600,I Hope You’re Happy Now,Carly Pearce,0Al3wN3keprGTSgG8NBwjr,2020-02-14,0.591,0.815,-4.725,0.0366,0.168,0.142,0.306,118.024,-3.385774276407796
601,The Rest of Our Life,Tim McGraw,19P6cJstaoQJHtHW3HOGcg,2017-11-17,0.617,0.468,-6.908,0.0291,0.65,0.141,0.333,119.921,-5.229297887691638
602,Dammit,Jana Kramer,67eNiTU2mPAOOBHtcoBroh,2018-04-06,0.575,0.434,-8.328,0.0295,0.428,0.107,0.246,119.857,-5.55695238152599
603,Sinning With You,Various Artists,54xAhHoYwNcfZ0D7a9KO09,2021-05-17,0.743,0.504,-5.943,0.0333,0.609,0.247,0.295,122.015,-7.230106989195255
604,Beautiful Crazy,Luke Combs,2rxQMGVafnNaRaXlRMWPde,2018-06-01,0.551,0.402,-7.431,0.0262,0.676,0.0928,0.382,103.313,-9.611074817736407
605,Finally,Niykee Heaton,0uphZxDt0CT6oNhIjlddhf,2019-07-27,0.645,0.108,-12.357,0.0364,0.686,0.121,0.169,122.156,-9.619139824091162
